Date,Open,High,Low,Close,Volume,CL=F,EURUSD=X,GBPUSD=X,GC=F,SI=F,USDJPY=X,^DJI,^FTSE,^GSPC,^IXIC,^N225,^RUT,^TNX,AAPL,AMD,CSCO,INTC,MSFT
2010-01-04,4.2521402491524976,4.277409726025728,4.160251839829611,4.2475457191467285,73529542.81704772,81.51000213623047,1.4423978328704834,1.6113698482513428,1117.699951171875,17.440000534057617,92.49500274658203,10583.9599609375,5500.2998046875,1132.989990234375,2308.419921875,10654.7900390625,640.0999755859375,3.8410000801086426,6.572423458099365,9.699999809265137,18.205612182617188,14.773483276367188,23.994564056396484
2010-01-05,4.231465059516984,4.355514295446292,4.231465059516984,4.3095703125,66954365.68765255,81.7699966430664,1.4365959167480469,1.599078893661499,1118.0999755859375,17.7810001373291,91.58499908447266,10572.01953125,5522.5,1136.52001953125,2308.7099609375,10681.830078125,638.489990234375,3.755000114440918,6.583786487579346,9.710000038146973,18.12449836730957,14.766404151916504,24.0023193359375
2010-01-06,4.307273651098842,4.346326283061813,4.2659237539429276,4.337137222290039,59651076.72611271,83.18000030517578,1.4404033422470093,1.602384328842163,1135.9000244140625,18.163000106811523,92.35600280761719,10573.6796875,5530.0,1137.1400146484375,2301.090087890625,10731.4501953125,637.9500122070312,3.808000087738037,6.479064464569092,9.569999694824219,18.006519317626953,14.716876029968262,23.855012893676758
2010-01-07,4.314163915207594,4.33254159206878,4.219978266524218,4.252139091491699,50335769.81964479,82.66000366210938,1.4318032264709473,1.5933969020843506,1133.0999755859375,18.33300018310547,93.38999938964844,10606.8603515625,5526.7001953125,1141.68994140625,2300.050048828125,10681.66015625,641.969970703125,3.822000026702881,6.467087268829346,9.470000267028809,18.087631225585938,14.575373649597168,23.606922149658203
2010-01-08,4.2176815064522915,4.291192222686665,4.192412033437313,4.261328220367432,43938132.10311569,82.75,1.44110906124115,1.602410078048706,1138.199951171875,18.45800018310547,92.66000366210938,10618.1904296875,5534.2001953125,1144.97998046875,2317.169921875,10798.3203125,644.5599975585938,3.808000087738037,6.5100812911987305,9.430000305175781,18.18348503112793,14.738103866577148,23.769742965698242
2010-01-11,4.2843003638749435,4.302678042655337,4.141873462866497,4.201601028442383,51146231.48341034,82.5199966430664,1.4511260986328125,1.6112918853759766,1150.699951171875,18.683000564575195,92.09200286865234,10663.990234375,5538.10009765625,1146.97998046875,2312.409912109375,,643.989990234375,3.818000078201294,6.452652454376221,9.140000343322754,18.131874084472656,14.823006629943848,23.467388153076172
2010-01-12,4.139578036001083,4.155658457302974,3.971881587911904,4.059175491333008,57653799.340836726,80.79000091552734,1.447659969329834,1.615169644355774,1128.9000244140625,18.243000030517578,91.08000183105469,10627.259765625,5498.7001953125,1136.219970703125,2282.31005859375,10879.1396484375,635.5,3.7190001010894775,6.379251956939697,8.649999618530273,17.844303131103516,14.582448959350586,23.31233024597168
2010-01-13,4.086739679003858,4.128089120077539,3.9282319546672104,4.1143059730529785,46759099.26817876,79.6500015258789,1.4523905515670776,1.628611445426941,1136.4000244140625,18.538000106811523,91.43299865722656,10680.76953125,5473.5,1145.6800537109375,2307.89990234375,10735.0302734375,643.5599975585938,3.7829999923706055,6.469234466552734,9.149999618530273,18.16873550415039,14.830082893371582,23.529409408569336
2010-01-14,4.063768042214793,4.0936316046279755,3.981068272211511,4.049984455108643,55916343.91100828,79.38999938964844,1.4499897956848145,1.6333998441696167,1142.5999755859375,18.64299964904785,91.26699829101562,10710.5498046875,5498.2001953125,1148.4599609375,2316.739990234375,10907.6796875,646.4299926757812,3.7339999675750732,6.431767463684082,9.0,18.397323608398438,15.198004722595215,24.0023193359375
2010-01-15,4.020121691290897,4.054579789584549,3.8776943300097115,3.930530548095703,75182432.15635844,78.0,1.4390974044799805,1.6269950866699219,1130.0999755859375,18.410999298095703,90.75,10609.650390625,5455.39990234375,1136.030029296875,2287.989990234375,10982.099609375,637.9600219726562,3.6760001182556152,6.324280738830566,8.84000015258789,17.991771697998047,14.716876029968262,23.924789428710938
2010-01-19,3.9006678575134837,4.029312110508085,3.889181966926906,4.004042625427246,50109386.54293887,79.0199966430664,1.4281021356582642,1.6356706619262695,1139.699951171875,18.784000396728516,91.1989974975586,10725.4296875,5513.10009765625,1150.22998046875,2320.39990234375,10764.900390625,649.1500244140625,3.7070000171661377,6.604054927825928,9.010000228881836,18.323585510253906,14.893758773803711,24.110857009887695
